eez_id,reporting_name,eez_type,territory1,territory1_iso3,territory2,territory2_iso3,territory3,territory3_iso3,sovereign1,sovereign1_iso3,sovereign2,sovereign2_iso3,sovereign3,sovereign3_iso3,area_km2
8483,Malaysian Exclusive Economic Zone,200NM,Malaysia,MYS,NA,NA,NA,NA,Malaysia,MYS,NA,NA,NA,NA,510822.8388
8395,Namibian Exclusive Economic Zone,200NM,Namibia,NAM,NA,NA,NA,NA,Namibia,NAM,NA,NA,NA,NA,562210.1609
8474,Nigerian Exclusive Economic Zone,200NM,Nigeria,NGA,NA,NA,NA,NA,Nigeria,NGA,NA,NA,NA,NA,179050.962
8425,Nicaraguan Exclusive Economic Zone,200NM,Nicaragua,NIC,NA,NA,NA,NA,Nicaragua,NIC,NA,NA,NA,NA,228251.8571
26517,Curaçaoan Exclusive Economic Zone,200NM,Curaçao,CUW,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,25397.03798
26526,Sint-Eustatius Exclusive Economic Zone,200NM,Sint-Eustatius,BES,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,2175.39497
26519,Aruban Exclusive Economic Zone,200NM,Aruba,ABW,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,29950.12607
26520,Bonaire Exclusive Economic Zone,200NM,Bonaire,BES,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,12980.24775
26518,Saba Exclusive Economic Zone,200NM,Saba,BES,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,9487.860041
21803,Sint-Maarten Exclusive Economic Zone,200NM,Sint-Maarten,SXM,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,465.9876147
5668,Dutch Exclusive Economic Zone,200NM,Netherlands,NLD,NA,NA,NA,NA,Netherlands,NLD,NA,NA,NA,NA,64444.33689
5686,Norwegian Exclusive Economic Zone,200NM,Norway,NOR,NA,NA,NA,NA,Norway,NOR,NA,NA,NA,NA,933667.5542
8437,Jan Mayen Exclusive Economic Zone,200NM,Jan Mayen,SJM,NA,NA,NA,NA,Norway,NOR,NA,NA,NA,NA,291637.5632
8399,Bouvet Exclusive Economic Zone,200NM,Bouvet,BVT,NA,NA,NA,NA,Norway,NOR,NA,NA,NA,NA,441841.1025
33181,Svalvard Exclusive Economic Zone,200NM,Svalbard,SJM,NA,NA,NA,NA,Norway,NOR,NA,NA,NA,NA,796621.0453
8317,Nauruan Exclusive Economic Zone,200NM,Nauru,NRU,NA,NA,NA,NA,Nauru,NRU,NA,NA,NA,NA,309260.5128
8447,Niue Exclusive Economic Zone,200NM,Niue,NIU,NA,NA,NA,NA,New Zealand,NZL,NA,NA,NA,NA,318143.6415
8446,Cook Islands Exclusive Economic Zone,200NM,Cook Islands,COK,NA,NA,NA,NA,New Zealand,NZL,NA,NA,NA,NA,1969507.12
8449,Tokelau Exclusive Economic Zone,200NM,Tokelau,TKL,NA,NA,NA,NA,New Zealand,NZL,NA,NA,NA,NA,320617.2682
8455,New Zealand Exclusive Economic Zone,200NM,New Zealand,NZL,NA,NA,NA,NA,New Zealand,NZL,NA,NA,NA,NA,4104579.034
8354,Omani Exclusive Economic Zone,200NM,Oman,OMN,NA,NA,NA,NA,Oman,OMN,NA,NA,NA,NA,556485.9062
8359,Pakistani Exclusive Economic Zone,200NM,Pakistan,PAK,NA,NA,NA,NA,Pakistan,PAK,NA,NA,NA,NA,224387.8325
8423,Panamanian Exclusive Economic Zone,200NM,Panama,PAN,NA,NA,NA,NA,Panama,PAN,NA,NA,NA,NA,331242.3704
8432,Peruvian Exclusive Economic Zone,200NM,Peru,PER,NA,NA,NA,NA,Peru,PER,NA,NA,NA,NA,855322.2843
8322,Philippines Exclusive Economic Zone,200NM,Philippines,PHL,NA,NA,NA,NA,Philippines,PHL,NA,NA,NA,NA,1971039.862
8315,Palau Exclusive Economic Zone,200NM,Palau,PLW,NA,NA,NA,NA,Palau,PLW,NA,NA,NA,NA,614805.2485
8324,Papua New Guinean Exclusive Economic Zone,200NM,Papua New Guinea,PNG,NA,NA,NA,NA,Papua New Guinea,PNG,NA,NA,NA,NA,2399610.721
5687,Polish Exclusive Economic Zone,200NM,Poland,POL,NA,NA,NA,NA,Poland,POL,NA,NA,NA,NA,29970.73991
8328,North Korean Exclusive Economic Zone,200NM,North Korea,PRK,NA,NA,NA,NA,North Korea,PRK,NA,NA,NA,NA,114165.5145
5688,Portuguese Exclusive Economic Zone,200NM,Portugal,PRT,NA,NA,NA,NA,Portugal,PRT,NA,NA,NA,NA,315475.1337
8361,Portuguese Exclusive Economic Zone (Azores),200NM,Azores,PRT,NA,NA,NA,NA,Portugal,PRT,NA,NA,NA,NA,960420.5843
8363,Portuguese Exclusive Economic Zone (Madeira),200NM,Madeira,PRT,NA,NA,NA,NA,Portugal,PRT,NA,NA,NA,NA,452810.174
8468,Qatari Exclusive Economic Zone,200NM,Qatar,QAT,NA,NA,NA,NA,Qatar,QAT,NA,NA,NA,NA,30648.84312
5689,Romanian Exclusive economic Zone,200NM,Romania,ROU,NA,NA,NA,NA,Romania,ROU,NA,NA,NA,NA,29604.7834
5690,Russian Exclusive economic Zone,200NM,Russia,RUS,NA,NA,NA,NA,Russia,RUS,NA,NA,NA,NA,7734475.082
8356,Saudi Arabian Exclusive Economic Zone,200NM,Saudi Arabia,SAU,NA,NA,NA,NA,Saudi Arabia,SAU,NA,NA,NA,NA,224137.8554
8355,Sudanese Exclusive Economic Zone,200NM,Sudan,SDN,NA,NA,NA,NA,Sudan,SDN,NA,NA,NA,NA,62825.94123
8371,Senegalese Exclusive Economic Zone,200NM,Senegal,SEN,NA,NA,NA,NA,Senegal,SEN,NA,NA,NA,NA,158604.1155
8485,Singaporean Exclusive Economic Zone,200NM,Singapore,SGP,NA,NA,NA,NA,Singapore,SGP,NA,NA,NA,NA,721.555203
8314,Solomon Islands Exclusive Economic Zone,200NM,Solomon Islands,SLB,NA,NA,NA,NA,Solomon Islands,SLB,NA,NA,NA,NA,1605255.915
8390,Sierra Leonian Exclusive Economic Zone,200NM,Sierra Leone,SLE,NA,NA,NA,NA,Sierra Leone,SLE,NA,NA,NA,NA,160578.2776
8428,El Salvador Exclusive Economic Zone,200NM,El Salvador,SLV,NA,NA,NA,NA,El Salvador,SLV,NA,NA,NA,NA,95098.98012
8350,Somali Exclusive Economic Zone,200NM,Federal Republic of Somalia,SOM,NA,NA,NA,NA,Federal Republic of Somalia,SOM,NA,NA,NA,NA,781835.6268
8397,Sao Tome and Principe Exclusive Economic Zone,200NM,Sao Tome and Principe,STP,NA,NA,NA,NA,Sao Tome and Principe,STP,NA,NA,NA,NA,130840.0247
8461,Surinamese Exclusive Economic Zone,200NM,Suriname,SUR,NA,NA,NA,NA,Suriname,SUR,NA,NA,NA,NA,133316.4184
5692,Slovenian Exclusive Economic Zone,200NM,Slovenia,SVN,NA,NA,NA,NA,Slovenia,SVN,NA,NA,NA,NA,149.4607044
5694,Swedish Exclusive Economic Zone,200NM,Sweden,SWE,NA,NA,NA,NA,Sweden,SWE,NA,NA,NA,NA,155951.8367
8337,Seychellois Exclusive Economic Zone,200NM,Seychelles,SYC,NA,NA,NA,NA,Seychelles,SYC,NA,NA,NA,NA,1341497.029
8373,Syrian Exclusive Economic Zone,200NM,Syria,SYR,NA,NA,NA,NA,Syria,SYR,NA,NA,NA,NA,10270.25536
8392,Togolese Exclusive Economic Zone,200NM,Togo,TGO,NA,NA,NA,NA,Togo,TGO,NA,NA,NA,NA,15439.2618
8332,Thailand Exclusive Economic Zone,200NM,Thailand,THA,NA,NA,NA,NA,Thailand,THA,NA,NA,NA,NA,298685.971
26523,Turkmen Exclusive Economic Zone,200NM,Turkmenistan,TKM,NA,NA,NA,NA,Turkmenistan,TKM,NA,NA,NA,NA,61222.86094
8758,East Timorian Exclusive Economic Zone,200NM,East Timor,TLS,NA,NA,NA,NA,East Timor,TLS,NA,NA,NA,NA,72174.8295
21791,Oecussi Ambeno Exclusive Economic Zone,200NM,Oecusse,TLS,NA,NA,NA,NA,East Timor,TLS,NA,NA,NA,NA,1826.500023
8448,Tongan Exclusive Economic Zone,200NM,Tonga,TON,NA,NA,NA,NA,Tonga,TON,NA,NA,NA,NA,666078.5279
8420,Trinidad and Tobago Exclusive Economic Zone,200NM,Trinidad and Tobago,TTO,NA,NA,NA,NA,Trinidad and Tobago,TTO,NA,NA,NA,NA,76575.03602
8366,Tunisian Exclusive Economic Zone,200NM,Tunisia,TUN,NA,NA,NA,NA,Tunisia,TUN,NA,NA,NA,NA,99763.73732
5697,Turkish Exclusive Economic Zone,200NM,Turkey,TUR,NA,NA,NA,NA,Turkey,TUR,NA,NA,NA,NA,262134.6272
8326,Tuvaluan Exclusive Economic Zone,200NM,Tuvalu,TUV,NA,NA,NA,NA,Tuvalu,TUV,NA,NA,NA,NA,753126.4347
8321,Taiwanese Exclusive Economic Zone,200NM,Taiwan,TWN,NA,NA,NA,NA,Taiwan,TWN,NA,NA,NA,NA,355471.95
8479,Tanzanian Exclusive Economic Zone,200NM,Tanzania,TZA,NA,NA,NA,NA,Tanzania,TZA,NA,NA,NA,NA,241452.7984
8467,Uruguayan Exclusive Economic Zone,200NM,Uruguay,URY,NA,NA,NA,NA,Uruguay,URY,NA,NA,NA,NA,143090.7105
8444,American Samoa Exclusive Economic Zone,200NM,American Samoa,ASM,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,405844.2197
33180,Virgin Islander Exclusive Economic Zone,200NM,United States Virgin Islands,VIR,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,38290.06292
48957,Guam Exclusive Economic Zone,200NM,Guam,GUM,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,208211.4907
48980,Northern Mariana Exclusive Economic Zone,200NM,Northern Mariana Islands,MNP,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,763555.0084
8443,Palmyra Atoll Exclusive Economic Zone,200NM,Palmyra Atoll,UMI,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,353739.6774
33179,Puerto Rican Exclusive Economic Zone,200NM,Puerto Rico,PRI,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,154652.2442
8442,Jarvis Island Exclusive Economic Zone,200NM,Jarvis Island,UMI,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,323173.1197
8451,Howland and Baker Islands Exclusive Economic Zone,200NM,Howland and Baker islands,UMI,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,434885.3385
8319,Wake Island Exclusive Economic Zone,200NM,Wake Island,UMI,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,407153.961
8453,United States Exclusive Economic Zone (Hawaii),200NM,Hawaii,USA,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,2474713.605
8452,Johnston Atoll Exclusive Economic Zone,200NM,Johnston Atoll,UMI,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,442442.947
8456,United States Exclusive Economic Zone,200NM,United States,USA,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,2451978.739
8463,United States Exclusive Economic Zone (Alaska),200NM,Alaska,USA,NA,NA,NA,NA,United States,USA,NA,NA,NA,NA,3682949.919
8421,Saint Vincent and the Grenadines Exclusive Economic Zone,200NM,Saint Vincent and the Grenadines,VCT,NA,NA,NA,NA,Saint Vincent and the Grenadines,VCT,NA,NA,NA,NA,36243.19259
8433,Venezuelan Exclusive Economic Zone,200NM,Venezuela,VEN,NA,NA,NA,NA,Venezuela,VEN,NA,NA,NA,NA,472616.0037
8484,Vietnamese Exclusive Economic Zone,200NM,Vietnam,VNM,NA,NA,NA,NA,Vietnam,VNM,NA,NA,NA,NA,750997.839
8313,Vanuatu Exclusive Economic Zone,200NM,Vanuatu,VUT,NA,NA,NA,NA,Vanuatu,VUT,NA,NA,NA,NA,623417.0685
8445,Samoan Exclusive Economic Zone,200NM,Samoa,WSM,NA,NA,NA,NA,Samoa,WSM,NA,NA,NA,NA,130473.5469
8353,Yemeni Exclusive Economic Zone,200NM,Yemen,YEM,NA,NA,NA,NA,Yemen,YEM,NA,NA,NA,NA,527382.7338
8396,South African Exclusive Economic Zone,200NM,South Africa,ZAF,NA,NA,NA,NA,South Africa,ZAF,NA,NA,NA,NA,1072718.433
8384,South African Exclusive Economic Zone (Prince Edward Islands),200NM,Prince Edward Islands,ZAF,NA,NA,NA,NA,South Africa,ZAF,NA,NA,NA,NA,474896.7774
49003,Disputed area South China Sea,Disputed,China,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338839.1583
48947,Disputed area: Iran / United Arab Emirates,Disputed,United Arab Emirates,ARE,Iran,IRN,NA,NA,United Arab Emirates,ARE,Iran,IRN,NA,NA,6173.224892
48943,Disputed area: Canada / USA,Disputed,Canada,CAN,United States,USA,NA,NA,Canada,CAN,United States,USA,NA,NA,23372.57127
48971,Disputed area: Venezuela / Colombia / Dominican Republic,Disputed,Colombia,COL,Dominican Republic,DOM,Venezuela,VEN,Colombia,COL,Dominican Republic,DOM,Venezuela,VEN,863.049827
48956,Disputed area Doumeira Islands: Djibouti / Eritrea,Disputed,Eritrea,ERI,Djibouti,DJI,NA,NA,Eritrea,ERI,Djibouti,DJI,NA,NA,244.983278
8368,Disputed area Western Saharan Exclusive Economic Zone,Disputed,Western Sahara,ESH,Morocco,MAR,NA,NA,Western Sahara,ESH,Morocco,MAR,NA,NA,284066.3754
48998,Disputed area Perejil Island: Spain / Morocco,Disputed,Perejil Island,ESP,Morocco,MAR,NA,NA,Spain,ESP,Morocco,MAR,NA,NA,0.641232914
49000,Disputed area Melilla: Spain / Morocco,Disputed,Melilla,ESP,Morocco,MAR,NA,NA,Spain,ESP,Morocco,MAR,NA,NA,27.05787854
49002,Disputed area Ceuta: Spain / Morocco,Disputed,Ceuta,ESP,Morocco,MAR,NA,NA,Spain,ESP,Morocco,MAR,NA,NA,32.71763575
49001,Disputed area Alhucemas Islands: Spain / Morocco,Disputed,Alhucemas Islands,ESP,Morocco,MAR,NA,NA,Spain,ESP,Morocco,MAR,NA,NA,14.05771205
48999,Disputed area Peñón de Vélez de la Gomera: Spain / Morocco,Disputed,Peñón de Vélez de la Gomera,ESP,Morocco,MAR,NA,NA,Spain,ESP,Morocco,MAR,NA,NA,3.685153256
48997,Disputed area Chafarinas Islands: Spain / Morocco,Disputed,Chafarinas Islands,ESP,Morocco,MAR,NA,NA,Spain,ESP,Morocco,MAR,NA,NA,25.5080981
48944,Disputed area Mayotte: France / Comoros,Disputed,Mayotte,MYT,Comores,COM,NA,NA,France,FRA,Comores,NA,NA,NA,66620.62799
48946,Disputed area Ile Tromelin: Reunion / Mauritus,Disputed,Réunion,REU,Republic of Mauritius,MUS,NA,NA,France,FRA,Republic of Mauritius,MUS,NA,NA,274437.6285
48948,Disputed area Matthew and Hunter Islands: New Caledonia / Vanuatu,Disputed,New Caledonia,NCL,Vanuatu,VUT,NA,NA,France,FRA,Vanuatu,VUT,NA,NA,187985.0964
8383,Disputed area South Georgia and South Sandwich Exclusive Economic Zone: UK / Argentina,Disputed,South Georgia and the South Sandwich Islands,SGS,Argentina,ARG,NA,NA,United Kingdom,GBR,Argentina,ARG,NA,NA,1287582.613
8389,Disputed area Falkland Islands Exclusive Economic Zone: UK / Argentina,Disputed,Falkland Islands,FLK,Argentina,ARG,NA,NA,United Kingdom,GBR,Argentina,ARG,NA,NA,549931.7243
8344,Disputed area Chagos Archipelago Exclusive Economic Zone: UK / Mauritius,Disputed,Chagos Archipelago,IOT,Republic of Mauritius,MUS,NA,NA,United Kingdom,GBR,Republic of Mauritius,MUS,NA,NA,638107.7642
8365,Disputed area Gibraltarian Exclusive Economic Zone,Disputed,Gibraltar,GIB,Spain,ESP,NA,NA,United Kingdom,GBR,Spain,ESP,NA,NA,388.2970709
33185,Disputed area: Trinidad and Tobago / Venezuela / Guyana,Disputed,Guyana,GUY,Trinidad and Tobago,TTO,Venezuela,VEN,Guyana,GUY,Trinidad and Tobago,TTO,Venezuela,VEN,3590.785527
48951,Disputed area Navassa Island: USA / Haiti / Jamaica,Disputed,Haiti,HTI,United States,USA,Jamaica,JAM,Haiti,HTI,United States,USA,Jamaica,JAM,13890.80225
48955,Disputed area Liancourt Rocks: Japan / South Korea,Disputed,Japan,JPN,South Korea,KOR,NA,NA,Japan,JPN,South Korea,KOR,NA,NA,60573.96238
48950,Disputed area Kuril Islands: Japan / Russia,Disputed,Japan,JPN,Russia,RUS,NA,NA,Japan,JPN,Russia,RUS,NA,NA,213385.5372
33176,Disputed area: Kenya / Somalia,Disputed,Kenya,KEN,Federal Republic of Somalia,SOM,NA,NA,Kenya,KEN,Federal Republic of Somalia,SOM,NA,NA,50229.57858
48945,Disputed area Glorioso Islands: France / Madagascar,Disputed,Madagascar,MDG,Glorioso Islands,FRA,NA,NA,Madagascar,MDG,France,FRA,NA,NA,43559.83177
48953,Disputed area: Palestinian Exclusive Economic Zone,Disputed,Palestine,PSE,Israel,ISR,NA,NA,Palestine,PSE,Israel,ISR,NA,NA,2329.73148
26582,Disputed area: Sudan / Egypt,Disputed,Sudan,SDN,Egypt,EGY,NA,NA,Sudan,SDN,Egypt,EGY,NA,NA,19733.51187
48954,Disputed area Senkaku Islands: Japan / China / Taiwan,Disputed,Taiwan,TWN,Japan,JPN,China,CHN,Taiwan,TWN,Japan,JPN,China,CHN,73777.04418
5695,Disputed area Ukrainian Exclusive Economic Zone,Disputed,Ukraine,UKR,NA,NA,NA,NA,Ukraine,UKR,NA,NA,NA,NA,136252.7347
48982,Disputed area: Puerto Rico / Dominican Republic,Disputed,Puerto Rico,PRI,Dominican Republic,DOM,NA,NA,United States,USA,Dominican Republic,DOM,NA,NA,18298.65044
48965,Disputed area: Venezuela / Aruba / Dominican Republic,Disputed,Venezuela,VEN,Aruba,ABW,Dominican Republic,DOM,Venezuela,VEN,Netherlands,NLD,Dominican Republic,DOM,1114.611618
21795,Joint regime area Australia / East Timor,Joint regime,Australia,AUS,East Timor,TLS,NA,NA,Australia,AUS,East Timor,TLS,NA,NA,35039.01621
48969,Joint regime area Guyana / Barbados,Joint regime,Barbados,BRB,Guyana,GUY,NA,NA,Barbados,BRB,Guyana,GUY,NA,NA,67.15752173
48968,Joint regime area Costa Rica / Ecuador (Galapagos),Joint regime,Costa Rica,CRI,Galapagos,ECU,NA,NA,Costa Rica,CRI,Ecuador,ECU,NA,NA,17337.23484
48973,Joint regime area Iceland / Denmark (Faeroe Islands),Joint regime,Faeroe,FRO,Iceland,ISL,NA,NA,Denmark,DNK,Iceland,ISL,NA,NA,1282.123353
48970,Joint regime area Colombia / Dominican Republic,Joint regime,Dominican Republic,DOM,Colombia,COL,NA,NA,Dominican Republic,DOM,Colombia,COL,NA,NA,13110.23973
48974,Joint regime area Ecuador / Colombia,Joint regime,Ecuador,ECU,Colombia,COL,NA,NA,Ecuador,ECU,Colombia,COL,NA,NA,18639.68792
48966,Joint regime area Spain / France,Joint regime,France,FRA,Spain,ESP,NA,NA,France,FRA,Spain,ESP,NA,NA,2859.508706
48976,Joint regime area Italy / France,Joint regime,France,FRA,Italy,ITA,NA,NA,France,FRA,Italy,ITA,NA,NA,67.04130638
48967,Joint regime area United Kingdom / Denmark (Faeroe Islands),Joint regime,United Kingdom,GBR,Faeroe,FRO,NA,NA,United Kingdom,GBR,Denmark,DNK,NA,NA,7935.637281
48972,Joint regime area Honduras / Cayman Islands,Joint regime,Honduras,HND,Cayman Islands,CYM,NA,NA,Honduras,HND,United Kingdom,GBR,NA,NA,2075.808426
48975,Joint regime area Iceland / Norway (Jan Mayen),Joint regime,Iceland,ISL,Jan Mayen,SJM,NA,NA,Iceland,ISL,Norway,NOR,NA,NA,45504.53546
21792,Joint regime area Colombia / Jamaica,Joint regime,Jamaica,JAM,Colombia,COL,NA,NA,Jamaica,JAM,Colombia,COL,NA,NA,15251.36896
21796,Joint regime area Japan / Korea,Joint regime,South Korea,KOR,Japan,JPN,NA,NA,South Korea,KOR,Japan,JPN,NA,NA,82702.33112
48977,Joint regime area Sweden / Norway,Joint regime,Norway,NOR,Sweden,SWE,NA,NA,Norway,NOR,Sweden,SWE,NA,NA,139.943003
48962,Joint regime area Peru / Ecuador,Joint regime,Peru,PER,Ecuador,ECU,NA,NA,Peru,PER,Ecuador,ECU,NA,NA,16123.87864
21798,Protected Zone established under the Torres Strait Treaty,Joint regime,Papua New Guinea,PNG,Australia,AUS,NA,NA,Papua New Guinea,PNG,Australia,AUS,NA,NA,3716.580353
48964,Joint regime area Senegal / Guinea Bissau,Joint regime,Senegal,SEN,Guinea-Bissau,GNB,NA,NA,Senegal,SEN,Guinea-Bissau,GNB,NA,NA,63504.99302
21797,Joint regime area Nigeria / Sao Tome and Principe,Joint regime,Sao Tome and Principe,STP,Nigeria,NGA,NA,NA,Sao Tome and Principe,STP,Nigeria,NGA,NA,NA,34536.35494
48961,Joint regime area Argentina / Uruguay,Joint regime,Uruguay,URY,Argentina,ARG,NA,NA,Uruguay,URY,Argentina,ARG,NA,NA,41412.48395
48978,Joint regime area United States / Russia,Joint regime,United States,USA,Russia,RUS,NA,NA,United States,USA,Russia,RUS,NA,NA,8462.820342